Unnamed: 0,BUTTERNUTS,Unnamed: 2
,,
,,
Variety Code,Variety Name,Product Name
BAT,ATLAS,BUTTERNUTS
BTN,BUTTERNUTS,BUTTERNUTS
PLT,PLUTO,BUTTERNUTS
QNT,QUANTUM,BUTTERNUTS
LLC,SPELLCAST,BUTTERNUTS
BTI,TITAN,BUTTERNUTS
VNS,VEENAS,BUTTERNUTS
WBU,WALTHAM BUTTERNUT,BUTTERNUTS
MLA,MIELUNA,BUTTERNUTS
